"Ticket_id","PurchaseDate","Price","EANCode","IsActive","Event_Event_id","Visitor_Visitor_id","Ticket_type_Type","Payment_method_Method","Seller_id"
4434,"2023-09-11",47,"8139139124716",1,33,125,"Regular","Credit Card",""
4435,"2023-09-11",117,"9996355973703",1,33,103,"VIP","Debit Card",""
4436,"2023-08-13",37,"1434890511488",1,33,68,"Early Bird","No Cash",""
4437,"2023-09-11",47,"6315545058467",1,33,22,"Regular","Credit Card",""
4438,"2023-09-11",47,"7760144818258",1,33,14,"Regular","Credit Card",""
4439,"2023-09-11",47,"2283871421396",1,33,40,"Regular","Debit Card",""
4440,"2023-08-13",37,"8038968744616",0,33,"","Early Bird","",""
4441,"2023-09-12",135,"8614157541662",0,34,"","Backstage","",""
4442,"2023-09-12",112,"6362302736406",0,34,"","VIP","",""
4443,"2023-09-12",45,"9687058742872",1,34,77,"Regular","Cash",""
4444,"2023-09-12",31,"5040059922670",1,34,41,"Group","Debit Card",""
4445,"2023-09-12",45,"1032844278513",1,34,67,"Regular","Debit Card",""
4446,"2023-09-12",45,"9661647198143",1,34,143,"Regular","Bank Account",""
4447,"2023-08-14",36,"8727061683177",1,34,82,"Early Bird","Credit Card",""
4448,"2023-09-12",45,"9450400999818",1,34,146,"Regular","Cash",""
4449,"2023-09-12",45,"7963819992818",1,34,3,"Regular","Cash",""
4450,"2023-09-12",45,"9460544711186",1,34,106,"Regular","Bank Account",""
4451,"2023-09-12",45,"4975565478721",0,34,"","Regular","",""
4452,"2023-08-14",36,"6011272091780",1,34,78,"Early Bird","Bank Account",""
4453,"2023-09-12",45,"9566852077719",0,34,"","Regular","",""
4454,"2023-09-12",45,"2427740893299",1,34,119,"Regular","Cash",""
4455,"2023-08-14",36,"9642470566415",0,34,"","Early Bird","",""
4456,"2023-09-12",112,"4075921265890",1,34,16,"VIP","Cash",""
4457,"2023-09-12",45,"5516065230027",1,34,15,"Regular","Bank Account",""
4458,"2023-09-12",45,"1586792975174",1,34,37,"Regular","Cash",""
4459,"2023-09-12",45,"3294514687078",0,34,"","Regular","",""
4460,"2023-09-12",45,"1981559629082",1,34,79,"Regular","Debit Card",""
4461,"2023-09-12",31,"6043486426133",1,34,135,"Group","No Cash",""
4462,"2023-09-12",45,"4378359820085",1,34,112,"Regular","Credit Card",""
4463,"2023-09-12",45,"5435141776995",1,34,85,"Regular","Credit Card",""
4464,"2023-09-12",45,"3068568175734",0,34,"","Regular","",""
4465,"2023-09-12",45,"4172039973130",0,34,"","Regular","",""
4466,"2023-09-12",45,"4034179322033",0,34,"","Regular","",""
4467,"2023-08-14",36,"6788956107541",0,34,"","Early Bird","",""
4468,"2023-09-12",45,"9678644154043",0,34,"","Regular","",""
4469,"2023-09-12",45,"3534760947117",1,34,129,"Regular","No Cash",""
4470,"2023-09-12",45,"8276842974488",1,34,43,"Regular","No Cash",""
4471,"2023-09-12",45,"9721211879760",1,34,145,"Regular","Credit Card",""
4472,"2023-09-12",45,"3204171949601",1,34,137,"Regular","Bank Account",""
4473,"2023-09-12",45,"4126769713440",1,34,92,"Regular","Debit Card",""
4474,"2023-08-14",36,"9533052550253",1,34,116,"Early Bird","Credit Card",""
4475,"2023-09-12",45,"4956778589144",1,34,7,"Regular","Cash",""
4476,"2023-09-12",112,"4969262716760",1,34,57,"VIP","Debit Card",""
4477,"2023-09-12",31,"5932411986752",1,34,138,"Group","Credit Card",""
4478,"2023-09-12",45,"2676866899489",0,34,"","Regular","",""
4479,"2023-08-14",36,"8835017203109",0,34,"","Early Bird","",""
4480,"2023-09-12",45,"7367854819220",1,34,131,"Regular","Debit Card",""
4481,"2023-09-12",112,"3281773110799",1,34,66,"VIP","Credit Card",""
4482,"2023-09-12",45,"3403906278699",1,34,5,"Regular","Debit Card",""
4483,"2023-09-12",135,"2922994995585",0,34,"","Backstage","",""
4484,"2023-08-14",36,"1046193754934",1,34,74,"Early Bird","Bank Account",""
4485,"2023-08-14",36,"8100712122855",1,34,6,"Early Bird","No Cash",""
4486,"2023-09-12",45,"9173347316003",1,34,141,"Regular","Cash",""
4487,"2023-09-12",45,"7289919059990",0,34,"","Regular","",""
4488,"2023-09-12",45,"9351921300157",1,34,109,"Regular","Cash",""
4489,"2023-09-12",45,"7489945045493",0,34,"","Regular","",""
4490,"2023-09-12",112,"2313468167283",1,34,19,"VIP","No Cash",""
4491,"2023-09-12",31,"4263219142967",1,34,58,"Group","Debit Card",""
4492,"2023-09-12",45,"9111080611883",0,34,"","Regular","",""
4493,"2023-08-14",36,"4256934356704",1,34,12,"Early Bird","Credit Card",""
4494,"2023-09-12",112,"1332910542819",1,34,1,"VIP","Debit Card",""
4495,"2023-09-12",135,"8882328990139",1,34,14,"Backstage","Credit Card",""
4496,"2023-09-12",45,"5061878263345",1,34,42,"Regular","Credit Card",""
4497,"2023-08-14",36,"6099371905990",1,34,68,"Early Bird","Credit Card",""
4498,"2023-09-12",45,"9849396372577",1,34,98,"Regular","No Cash",""
4499,"2023-09-12",45,"3412306128140",1,34,11,"Regular","Credit Card",""
4500,"2023-09-12",45,"7273561373537",1,34,87,"Regular","Cash",""
4501,"2023-09-12",45,"7214165204037",1,34,88,"Regular","Debit Card",""
4502,"2023-09-12",31,"7931394573031",1,34,45,"Group","Bank Account",""
4503,"2023-09-12",45,"6076114503211",1,34,93,"Regular","Credit Card",""
4504,"2023-09-12",112,"5249159598591",0,34,"","VIP","",""
4505,"2023-09-12",112,"6000982378657",1,34,35,"VIP","Credit Card",""
4506,"2023-09-12",45,"5521783866624",1,34,54,"Regular","Cash",""
4507,"2023-09-12",45,"9813625819664",0,34,"","Regular","",""
4508,"2023-09-12",45,"5837872567155",1,34,91,"Regular","Credit Card",""
4509,"2023-09-12",45,"9085342495090",1,34,22,"Regular","Bank Account",""
4510,"2023-09-12",45,"3179589286638",1,34,38,"Regular","Cash",""
4511,"2023-08-14",36,"8911548060683",1,34,142,"Early Bird","Debit Card",""
4512,"2023-09-12",45,"3075613331334",1,34,104,"Regular","Credit Card",""
4513,"2023-09-12",45,"1190236785330",0,34,"","Regular","",""
4514,"2023-09-12",135,"6209763907982",0,34,"","Backstage","",""
4515,"2023-09-12",45,"8215356212818",1,34,113,"Regular","Cash",""
4516,"2023-09-12",45,"3381337958412",0,34,"","Regular","",""
4517,"2023-09-12",45,"4768651200740",1,34,123,"Regular","Debit Card",""
4518,"2023-09-12",45,"7751899397103",1,34,120,"Regular","Cash",""
4519,"2023-09-12",45,"7783368914685",0,34,"","Regular","",""
4520,"2023-09-12",45,"2455308523734",1,34,65,"Regular","No Cash",""
4521,"2023-09-12",45,"7212543508841",0,34,"","Regular","",""
4522,"2023-09-12",45,"1562709888706",1,34,4,"Regular","Bank Account",""
4523,"2023-08-14",36,"5624477850827",1,34,101,"Early Bird","No Cash",""
4524,"2023-09-12",45,"1196600307740",1,34,59,"Regular","Cash",""
4525,"2023-08-14",36,"3347143422581",1,34,95,"Early Bird","Debit Card",""
4526,"2023-09-12",45,"5842798378968",1,34,89,"Regular","Credit Card",""
4527,"2023-08-14",36,"3170629176124",1,34,18,"Early Bird","No Cash",""
4528,"2023-09-12",45,"4498173043645",1,34,133,"Regular","Debit Card",""
4529,"2023-09-12",45,"4395760989567",1,34,26,"Regular","Debit Card",""
4530,"2023-09-12",31,"6553573283950",1,34,64,"Group","Credit Card",""
4531,"2023-09-12",45,"7149662569890",1,34,62,"Regular","Bank Account",""
4532,"2023-09-12",45,"7124062840558",1,34,61,"Regular","Bank Account",""
4533,"2023-09-12",112,"4101282242742",0,34,"","VIP","",""
4534,"2023-09-12",112,"2683033974156",0,34,"","VIP","",""
4535,"2023-09-12",135,"4905953264396",1,34,23,"Backstage","Cash",""
4536,"2023-09-12",45,"6965265587432",0,34,"","Regular","",""
4537,"2023-09-12",45,"1836168617605",1,34,40,"Regular","Credit Card",""
4538,"2023-09-12",45,"3048825824343",1,34,81,"Regular","Credit Card",""
4539,"2023-09-12",45,"3091507033487",1,34,29,"Regular","Bank Account",""
4540,"2023-09-12",45,"9521623133314",1,34,52,"Regular","Debit Card",""
4541,"2023-08-14",36,"7371187219189",1,34,55,"Early Bird","Credit Card",""
4542,"2023-09-12",45,"3996233187534",1,34,20,"Regular","Credit Card",""
4543,"2023-09-12",45,"7873405008834",1,34,31,"Regular","Credit Card",""
4544,"2023-09-12",45,"3349772374482",0,34,"","Regular","",""
4545,"2023-09-12",45,"7597020792113",1,34,53,"Regular","Credit Card",""
4546,"2023-09-12",135,"3831088899884",0,34,"","Backstage","",""
4547,"2023-08-14",36,"4676055841816",1,34,128,"Early Bird","Credit Card",""
4548,"2023-09-12",45,"5205100132433",0,34,"","Regular","",""
4549,"2023-09-12",112,"8099317481009",1,34,63,"VIP","Debit Card",""
4550,"2023-09-12",45,"3389779590369",1,34,110,"Regular","Bank Account",""
4551,"2023-09-12",45,"6540847336903",1,34,125,"Regular","Bank Account",""
4552,"2023-09-12",45,"5119036168766",1,34,36,"Regular","No Cash",""
4553,"2023-09-12",45,"6833841574351",1,34,94,"Regular","Credit Card",""
4554,"2023-08-14",36,"3695615906675",1,34,8,"Early Bird","Credit Card",""
4555,"2023-09-12",45,"7316247338535",1,34,70,"Regular","Bank Account",""
4556,"2023-09-12",45,"5611423628185",0,34,"","Regular","",""
4557,"2023-08-14",36,"6226461906393",1,34,73,"Early Bird","No Cash",""
4558,"2023-09-12",45,"1640954861961",1,34,132,"Regular","Bank Account",""
4559,"2023-09-12",45,"5927878933348",1,34,127,"Regular","Credit Card",""
4560,"2023-09-12",112,"8820269839633",1,34,147,"VIP","Debit Card",""
4561,"2023-09-12",45,"7370466690845",1,34,126,"Regular","Cash",""
4562,"2023-09-12",45,"1642361861508",1,34,80,"Regular","Bank Account",""
4563,"2023-09-12",45,"8688296654629",1,34,9,"Regular","No Cash",""
4564,"2023-08-14",36,"8193536780201",1,34,130,"Early Bird","Cash",""
4565,"2023-09-12",45,"3521983788275",1,34,30,"Regular","Cash",""
4566,"2023-09-12",45,"1931725829536",1,34,21,"Regular","Bank Account",""
4567,"2023-09-12",45,"1342506297779",1,34,60,"Regular","Cash",""
4568,"2023-09-12",45,"2587823810652",0,34,"","Regular","",""
4569,"2023-09-12",112,"9799394622827",1,34,46,"VIP","Credit Card",""
4570,"2023-09-12",45,"3109846557350",0,34,"","Regular","",""
4571,"2023-09-13",108,"2893248649638",1,35,148,"Regular","Credit Card",""
4572,"2023-08-15",86,"1034989798246",1,35,27,"Early Bird","Credit Card",""
4573,"2023-08-15",86,"5689258166080",1,35,130,"Early Bird","No Cash",""
4574,"2023-09-13",108,"4733298762410",1,35,131,"Regular","No Cash",""
4575,"2023-09-13",324,"2897414614228",0,35,"","Backstage","",""
4576,"2023-09-13",324,"9721239079393",0,35,"","Backstage","",""
4577,"2023-09-13",108,"7360289897099",1,35,60,"Regular","No Cash",""
4578,"2023-09-13",270,"3581172699668",1,35,76,"VIP","No Cash",""
4579,"2023-09-13",108,"5067484091427",1,35,47,"Regular","Debit Card",""
4580,"2023-09-13",108,"3306823672846",1,35,117,"Regular","Bank Account",""
4581,"2023-09-13",108,"4167567942709",1,35,31,"Regular","Credit Card",""
4582,"2023-09-13",108,"5863251345852",1,35,44,"Regular","No Cash",""
4583,"2023-09-13",108,"6135733777166",1,35,53,"Regular","Credit Card",""
4584,"2023-09-13",108,"7371550816727",1,35,84,"Regular","No Cash",""
4585,"2023-09-13",108,"8712920795542",0,35,"","Regular","",""
4586,"2023-09-13",108,"3335357691327",1,35,136,"Regular","No Cash",""
4587,"2023-09-13",324,"5585127506197",1,35,10,"Backstage","Debit Card",""
4588,"2023-09-13",108,"5086266948747",1,35,30,"Regular","Credit Card",""
4589,"2023-09-13",108,"5169937319871",1,35,79,"Regular","Credit Card",""
4590,"2023-09-13",108,"2701765920485",1,35,5,"Regular","Bank Account",""
4591,"2023-09-13",108,"9240841014862",1,35,81,"Regular","Cash",""
4592,"2023-09-13",108,"3269241722662",1,35,143,"Regular","Debit Card",""
4593,"2023-09-13",270,"9039135990040",1,35,120,"VIP","Bank Account",""
4594,"2023-09-13",108,"6388127593181",0,35,"","Regular","",""
4595,"2023-09-13",108,"7034861950727",1,35,114,"Regular","Cash",""
4596,"2023-09-13",108,"7760648692881",0,35,"","Regular","",""
4597,"2023-09-13",108,"6986939958370",1,35,23,"Regular","Debit Card",""
4598,"2023-09-13",108,"6555224290819",1,35,9,"Regular","Cash",""
4599,"2023-09-13",108,"5379182896343",0,35,"","Regular","",""
4600,"2023-09-13",108,"2610315400623",0,35,"","Regular","",""
4601,"2023-09-13",108,"4578782606699",0,35,"","Regular","",""
4602,"2023-08-15",86,"9773360903298",0,35,"","Early Bird","",""
4603,"2023-09-13",108,"5537450410427",0,35,"","Regular","",""
4604,"2023-08-15",86,"8956893288011",0,35,"","Early Bird","",""
4605,"2023-08-15",86,"6977623404347",1,35,92,"Early Bird","No Cash",""
4606,"2023-09-13",108,"2475404507341",1,35,80,"Regular","No Cash",""
4607,"2023-08-15",86,"1284080101806",1,35,112,"Early Bird","Bank Account",""
4608,"2023-09-13",108,"6875672743315",1,35,132,"Regular","No Cash",""
4609,"2023-08-15",86,"6211984921189",1,35,146,"Early Bird","Credit Card",""
4610,"2023-09-13",108,"9722975770418",1,35,63,"Regular","No Cash",""
4611,"2023-09-13",108,"7613039340645",1,35,100,"Regular","Bank Account",""
4612,"2023-09-13",75,"1641463527062",1,35,51,"Group","Debit Card",""
4613,"2023-09-13",108,"3290280455359",0,35,"","Regular","",""
4614,"2023-09-13",108,"3938071019701",1,35,43,"Regular","No Cash",""
4615,"2023-09-13",75,"1168934472871",0,35,"","Group","",""
4616,"2023-09-13",108,"5948516768271",0,35,"","Regular","",""
4617,"2023-09-13",108,"4753608881352",1,35,67,"Regular","No Cash",""
4618,"2023-09-13",75,"3081690036491",1,35,127,"Group","Bank Account",""
4619,"2023-09-13",108,"9306978199711",1,35,128,"Regular","Bank Account",""
4620,"2023-09-13",324,"3128083898258",1,35,24,"Backstage","No Cash",""
4621,"2023-09-13",270,"4274241990298",1,35,18,"VIP","Cash",""
4622,"2023-08-15",86,"2891852750867",1,35,41,"Early Bird","Credit Card",""
4623,"2023-08-15",86,"4547126550737",1,35,61,"Early Bird","Credit Card",""
4624,"2023-08-15",86,"9651221708684",0,35,"","Early Bird","",""
4625,"2023-09-13",108,"8320083938501",0,35,"","Regular","",""
4626,"2023-09-13",108,"8921281151380",1,35,122,"Regular","Credit Card",""
4627,"2023-09-13",108,"5449680364213",1,35,35,"Regular","No Cash",""
4628,"2023-09-13",108,"6021859361621",1,35,25,"Regular","Cash",""
4629,"2023-09-13",108,"3762548571867",0,35,"","Regular","",""
4630,"2023-09-13",108,"3942130626350",1,35,49,"Regular","Bank Account",""
4631,"2023-09-13",108,"6122942349763",1,35,125,"Regular","No Cash",""
4632,"2023-09-13",270,"7846809760648",1,35,64,"VIP","Bank Account",""
4633,"2023-08-15",86,"2337987935569",1,35,14,"Early Bird","Bank Account",""
4634,"2023-09-13",108,"4587474310350",1,35,69,"Regular","Credit Card",""
4635,"2023-09-13",108,"9521164465879",1,35,48,"Regular","Credit Card",""
4636,"2023-09-13",108,"7078271092364",1,35,98,"Regular","Debit Card",""
4637,"2023-09-13",108,"7447740932326",1,35,110,"Regular","Debit Card",""
4638,"2023-09-13",108,"2872821853850",0,35,"","Regular","",""
4639,"2023-09-13",108,"4145470440916",1,35,62,"Regular","Debit Card",""
4640,"2023-09-13",108,"8637864642643",1,35,116,"Regular","Debit Card",""
4641,"2023-09-13",108,"3516659655757",1,35,19,"Regular","No Cash",""
4642,"2023-09-13",108,"5827970880858",1,35,3,"Regular","No Cash",""
4643,"2023-09-13",324,"8943252445027",1,35,141,"Backstage","Debit Card",""
4644,"2023-08-15",86,"8366461067769",1,35,12,"Early Bird","Cash",""
4645,"2023-09-13",108,"2297383087791",1,35,119,"Regular","Cash",""
4646,"2023-09-13",108,"5684808967478",1,35,50,"Regular","No Cash",""
4647,"2023-09-13",108,"5163577429727",1,35,150,"Regular","No Cash",""
4648,"2023-09-13",75,"5859454749595",1,35,52,"Group","Credit Card",""
4649,"2023-09-13",108,"6331987645197",1,35,29,"Regular","Bank Account",""
4650,"2023-09-13",108,"9288018683054",1,35,6,"Regular","Cash",""
4651,"2023-08-15",86,"4374861697460",1,35,37,"Early Bird","Cash",""
4652,"2023-09-13",108,"3818413676374",1,35,103,"Regular","Cash",""
4653,"2023-09-13",108,"5561076346941",1,35,4,"Regular","Cash",""
4654,"2023-09-13",108,"5676682231081",1,35,142,"Regular","Bank Account",""
4655,"2023-09-13",108,"7390372895909",1,35,13,"Regular","Bank Account",""
4656,"2023-09-13",108,"3267938982591",1,35,144,"Regular","No Cash",""
4657,"2023-09-13",108,"8674451959627",0,35,"","Regular","",""
4658,"2023-09-13",108,"7453762221571",1,35,15,"Regular","No Cash",""
4659,"2023-09-13",108,"3708218994812",0,35,"","Regular","",""
4660,"2023-09-13",270,"9389495061879",1,35,137,"VIP","No Cash",""
4661,"2023-09-13",270,"7328397772048",1,35,34,"VIP","Cash",""
4662,"2023-09-13",75,"2556998960773",1,35,111,"Group","No Cash",""
4663,"2023-09-13",108,"3356142611307",1,35,32,"Regular","No Cash",""
4664,"2023-09-13",75,"3486706505695",0,35,"","Group","",""
4665,"2023-09-13",108,"9397873861917",1,35,145,"Regular","Debit Card",""
4666,"2023-09-13",108,"1317746423607",1,35,133,"Regular","Debit Card",""
4667,"2023-09-13",108,"3682348541763",1,35,147,"Regular","Debit Card",""
4668,"2023-09-13",108,"1716312349079",0,35,"","Regular","",""
4669,"2023-09-13",324,"9729070675985",1,35,97,"Backstage","Bank Account",""
4670,"2023-09-13",108,"6590529484549",0,35,"","Regular","",""
4671,"2023-09-13",108,"2949514249641",0,35,"","Regular","",""
4672,"2023-09-13",108,"2495433313233",1,35,59,"Regular","Debit Card",""
4673,"2023-09-13",108,"1115507658094",1,35,57,"Regular","No Cash",""
4674,"2023-09-13",108,"2011560720305",0,35,"","Regular","",""
4675,"2023-08-15",86,"3045961907776",1,35,40,"Early Bird","Bank Account",""
4676,"2023-09-13",108,"5189130451439",1,35,70,"Regular","No Cash",""
4677,"2023-09-13",270,"3653239359983",1,35,89,"VIP","Cash",""
4678,"2023-09-13",270,"8768936012343",1,35,115,"VIP","Bank Account",""
4679,"2023-08-15",86,"2990765448223",1,35,123,"Early Bird","Bank Account",""
4680,"2023-08-15",86,"1749963501952",1,35,82,"Early Bird","Bank Account",""
4681,"2023-09-13",270,"6093654380127",1,35,54,"VIP","Cash",""
4682,"2023-09-13",270,"2258780986295",1,35,113,"VIP","Bank Account",""
4683,"2023-09-13",108,"4444653367038",0,35,"","Regular","",""
4684,"2023-08-15",86,"6916773558988",1,35,71,"Early Bird","Debit Card",""
4685,"2023-09-13",108,"4008524494763",1,35,124,"Regular","Credit Card",""
4686,"2023-09-13",108,"8246612839749",1,35,140,"Regular","Debit Card",""
4687,"2023-09-13",270,"4500262393890",0,35,"","VIP","",""
4688,"2023-09-13",108,"4975593895548",1,35,21,"Regular","Cash",""
4689,"2023-09-13",108,"2258544009532",1,35,106,"Regular","Debit Card",""
4690,"2023-09-13",108,"5114266204423",1,35,83,"Regular","No Cash",""
4691,"2023-09-13",324,"6782033567006",0,35,"","Backstage","",""
4692,"2023-08-15",86,"2441508861783",0,35,"","Early Bird","",""
4693,"2023-09-13",108,"6602086376416",1,35,55,"Regular","Bank Account",""
4694,"2023-08-15",86,"1587304975102",0,35,"","Early Bird","",""
4695,"2023-09-13",108,"6510363101625",1,35,45,"Regular","Bank Account",""
4696,"2023-09-13",270,"4935902249405",0,35,"","VIP","",""
4697,"2023-09-13",270,"3801446941986",1,35,72,"VIP","Bank Account",""
4698,"2023-08-15",86,"7756634721277",1,35,39,"Early Bird","Debit Card",""
4699,"2023-08-15",86,"6673256690625",1,35,7,"Early Bird","Bank Account",""
4700,"2023-09-13",75,"9822418038533",1,35,38,"Group","Cash",""
4701,"2023-09-13",108,"7871620813109",1,35,94,"Regular","No Cash",""
4702,"2023-09-13",108,"3838877832189",1,35,36,"Regular","No Cash",""
4703,"2023-09-13",108,"8701869858017",1,35,87,"Regular","Debit Card",""
4704,"2023-09-13",108,"9129273925315",1,35,8,"Regular","Debit Card",""
4705,"2023-09-13",108,"9358867761920",1,35,68,"Regular","Credit Card",""
4706,"2023-08-15",86,"9686264452086",1,35,104,"Early Bird","Debit Card",""
4707,"2023-09-13",108,"6485546426895",1,35,1,"Regular","Cash",""
4708,"2023-09-13",108,"4812324080924",1,35,16,"Regular","No Cash",""
4709,"2023-09-13",108,"8042475223758",1,35,86,"Regular","Debit Card",""
4710,"2023-09-13",108,"4552420147578",0,35,"","Regular","",""
4711,"2023-09-13",108,"4708314018858",1,35,129,"Regular","Credit Card",""
4712,"2023-09-13",270,"2861728592340",1,35,56,"VIP","Cash",""
4713,"2023-09-13",108,"1100627107628",1,35,20,"Regular","No Cash",""
4714,"2023-09-13",108,"8176977645120",1,35,11,"Regular","Credit Card",""
4715,"2023-08-15",86,"9871264690981",1,35,135,"Early Bird","Debit Card",""
4716,"2023-09-13",108,"1145917129124",1,35,66,"Regular","Bank Account",""
4717,"2023-09-13",108,"5835248118768",1,35,75,"Regular","No Cash",""
4718,"2023-09-13",108,"5881794652272",1,35,134,"Regular","Bank Account",""
4719,"2023-09-13",75,"8988715698667",0,35,"","Group","",""
4720,"2023-09-13",75,"8420516291145",1,35,85,"Group","Bank Account",""
4721,"2023-09-13",108,"1449167538808",1,35,91,"Regular","Bank Account",""
4722,"2023-09-13",108,"4969845842338",1,35,88,"Regular","Credit Card",""
4723,"2023-09-13",270,"3009085011486",1,35,33,"VIP","No Cash",""
4724,"2023-09-13",108,"2149243056034",1,35,73,"Regular","Bank Account",""
4725,"2023-09-13",108,"2950584893436",0,35,"","Regular","",""
4726,"2023-09-13",108,"3484131257468",1,35,96,"Regular","Credit Card",""
4727,"2023-09-13",270,"3215015232191",1,35,121,"VIP","Cash",""
4728,"2023-09-13",270,"7833355955351",1,35,95,"VIP","No Cash",""
4729,"2023-09-13",108,"7187732347896",0,35,"","Regular","",""
4730,"2023-09-13",108,"8441510320217",1,35,17,"Regular","No Cash",""
4731,"2023-09-13",108,"2289217121225",1,35,138,"Regular","No Cash",""
4732,"2023-08-15",86,"8520358524653",0,35,"","Early Bird","",""
4733,"2023-09-13",324,"9458144419110",1,35,28,"Backstage","Bank Account",""
4734,"2023-09-13",108,"8606832172491",1,35,149,"Regular","Debit Card",""
4735,"2023-09-13",324,"6331604422111",1,35,26,"Backstage","No Cash",""
4736,"2023-08-15",86,"9186377088985",1,35,65,"Early Bird","No Cash",""
4737,"2023-09-13",108,"5485409372677",0,35,"","Regular","",""
4738,"2023-09-13",108,"4427431636922",0,35,"","Regular","",""
4739,"2023-08-15",86,"5675625282464",1,35,58,"Early Bird","No Cash",""
4740,"2023-09-13",108,"3962217660515",0,35,"","Regular","",""
4741,"2023-08-15",86,"8811506847552",1,35,102,"Early Bird","Bank Account",""
4742,"2023-09-13",108,"8909354729507",1,35,118,"Regular","Credit Card",""
4743,"2023-09-13",108,"7649470275516",0,35,"","Regular","",""
4744,"2023-09-13",108,"8912785384229",1,35,93,"Regular","Credit Card",""
4745,"2023-09-13",108,"2646003022780",1,35,77,"Regular","No Cash",""
4746,"2023-09-13",108,"4934648754179",1,35,22,"Regular","Bank Account",""
4747,"2023-09-13",108,"4648397420497",1,35,42,"Regular","Credit Card",""
4748,"2023-09-13",270,"1837797730676",1,35,46,"VIP","Cash",""
4749,"2023-09-13",108,"7634971447742",1,35,74,"Regular","Bank Account",""
4750,"2023-09-13",108,"8221183365357",1,35,109,"Regular","Cash",""
4751,"2023-09-14",101,"3717508524967",1,36,130,"Regular","Credit Card",""
4752,"2023-09-14",101,"5656631355800",1,36,86,"Regular","No Cash",""
4753,"2023-09-14",252,"8435157481290",1,36,19,"VIP","Debit Card",""
4754,"2023-09-14",101,"7939255638299",1,36,92,"Regular","Debit Card",""
4755,"2023-09-14",101,"6685003355009",1,36,13,"Regular","Debit Card",""
4756,"2023-09-14",101,"8918288042093",0,36,"","Regular","",""
4757,"2023-09-14",101,"5524311261286",1,36,109,"Regular","Bank Account",""
4758,"2023-09-14",70,"2146928501878",1,36,42,"Group","Bank Account",""
4759,"2023-09-14",101,"9077545268037",1,36,84,"Regular","No Cash",""
4760,"2023-09-14",101,"7069018895770",1,36,115,"Regular","Bank Account",""
4761,"2023-08-16",80,"1926706338794",1,36,90,"Early Bird","Bank Account",""
4762,"2023-09-14",101,"2924899854188",1,36,96,"Regular","Cash",""
4763,"2023-09-14",101,"7884246655225",1,36,64,"Regular","Bank Account",""
4764,"2023-09-14",101,"5918335797825",1,36,93,"Regular","Bank Account",""
4765,"2023-09-14",252,"3837264219496",1,36,104,"VIP","Cash",""
4766,"2023-09-14",101,"8559614163026",1,36,1,"Regular","No Cash",""
4767,"2023-09-14",101,"5414757453028",1,36,50,"Regular","Cash",""
4768,"2023-09-14",101,"8946656445091",1,36,52,"Regular","No Cash",""
4769,"2023-09-14",101,"4753715658278",0,36,"","Regular","",""
4770,"2023-09-14",101,"9870384323460",1,36,146,"Regular","Cash",""
4771,"2023-08-16",80,"5667170883033",1,36,34,"Early Bird","Credit Card",""
4772,"2023-09-14",303,"9457081210137",1,36,61,"Backstage","Credit Card",""
4773,"2023-09-14",101,"2982491348509",1,36,128,"Regular","No Cash",""
4774,"2023-09-14",101,"1548172611806",1,36,57,"Regular","Credit Card",""
4775,"2023-09-14",101,"4954962413628",1,36,145,"Regular","Debit Card",""
4776,"2023-09-14",101,"1893863849716",0,36,"","Regular","",""
4777,"2023-09-14",101,"9518358041620",1,36,35,"Regular","Cash",""
4778,"2023-09-14",101,"8217870569456",1,36,91,"Regular","No Cash",""
4779,"2023-09-14",101,"6638442924559",0,36,"","Regular","",""
4780,"2023-08-16",80,"1389623205985",1,36,44,"Early Bird","Credit Card",""
4781,"2023-09-14",101,"6332022626401",1,36,102,"Regular","Debit Card",""
4782,"2023-08-16",80,"1828588078985",1,36,3,"Early Bird","Cash",""
4783,"2023-09-14",252,"5488985193055",1,36,68,"VIP","No Cash",""
4784,"2023-09-14",303,"4840683512191",1,36,47,"Backstage","No Cash",""
4785,"2023-09-14",252,"6054012528665",1,36,113,"VIP","No Cash",""
4786,"2023-09-14",303,"9706281598657",1,36,22,"Backstage","No Cash",""
4787,"2023-09-14",101,"2747792564326",1,36,8,"Regular","No Cash",""
4788,"2023-09-14",101,"8820097349092",1,36,127,"Regular","No Cash",""
4789,"2023-09-14",101,"7094035729801",0,36,"","Regular","",""
4790,"2023-09-14",252,"5119426325417",1,36,106,"VIP","Bank Account",""
4791,"2023-09-14",101,"6973653040393",0,36,"","Regular","",""
4792,"2023-09-14",101,"4124161188239",0,36,"","Regular","",""
4793,"2023-09-14",101,"7628607697682",0,36,"","Regular","",""
4794,"2023-09-14",101,"2418438601089",1,36,123,"Regular","Cash",""
4795,"2023-09-14",101,"5040345536856",1,36,39,"Regular","Bank Account",""
4796,"2023-09-14",101,"9670684819586",1,36,105,"Regular","Cash",""
4797,"2023-09-14",101,"7222374789898",1,36,149,"Regular","Debit Card",""
4798,"2023-09-14",101,"6329422447843",1,36,88,"Regular","Bank Account",""
4799,"2023-09-14",101,"3978639914936",1,36,138,"Regular","Credit Card",""
4800,"2023-09-14",101,"7092151592700",1,36,141,"Regular","Cash",""
4801,"2023-09-14",101,"2207193771517",1,36,120,"Regular","Bank Account",""
4802,"2023-09-14",252,"9618690325477",0,36,"","VIP","",""
4803,"2023-09-14",70,"9278043789067",0,36,"","Group","",""
4804,"2023-09-14",101,"9277417148256",1,36,150,"Regular","No Cash",""
