Rating_id,ArtistPerformanceINT,SoundAndLightingINT,StagePresenceINT,OrganizationINT,OverallImpressionINT,Performance_Performance_id,Visitor_Visitor_id
49999,2,5,5,5,3,87,33
50000,2,2,2,2,3,88,102
50001,4,2,5,3,1,89,102
50002,3,4,4,4,4,87,102
50003,1,2,4,3,5,87,7
50004,4,5,5,5,5,89,7
50005,3,3,5,5,1,87,23
50006,4,3,3,2,4,89,42
50007,3,3,4,5,3,88,42
50010,1,5,3,4,3,87,83
50011,2,1,1,3,5,89,83
50012,4,4,1,1,4,89,98
50013,2,2,3,4,2,88,98
50014,5,3,4,5,5,87,98
50015,3,3,5,1,4,88,68
50016,1,5,5,4,2,87,68
50017,4,3,2,2,1,89,68
50018,3,3,2,1,5,88,101
50019,1,2,5,2,4,89,101
50020,5,2,4,4,4,87,101
50022,2,3,5,3,3,88,14
50023,3,4,3,5,2,88,59
50024,1,2,3,5,2,89,59
50025,3,1,2,1,1,88,57
50026,4,4,1,5,5,87,57
50027,4,5,2,3,2,87,44
50028,5,4,3,1,4,89,44
50029,4,2,3,5,1,88,44
50031,4,5,2,4,1,89,141
50032,5,4,2,2,5,88,141
50033,2,4,4,4,5,88,148
50034,3,1,4,3,4,89,148
50035,5,5,4,5,1,88,58
50036,5,1,3,2,5,87,40
50037,2,2,3,5,3,88,40
50038,4,2,5,2,1,89,40
50039,5,4,1,4,2,88,117
50040,4,5,2,4,2,89,117
50041,4,5,1,5,1,89,92
50042,2,5,1,2,4,89,130
50045,1,1,1,2,5,89,39
50046,4,5,2,1,2,88,39
50047,2,3,2,5,3,87,39
50048,3,5,2,1,4,87,60
50049,4,5,5,1,1,87,53
50050,4,1,2,2,2,88,53
50051,4,4,5,3,5,87,10
50052,3,1,2,2,3,89,10
50053,2,5,5,5,1,87,63
50054,3,5,4,1,1,88,127
50055,3,3,5,2,3,89,127
50056,5,1,3,3,4,88,76
50057,5,5,4,2,5,87,76
50058,1,3,1,3,4,89,76
50059,5,3,5,3,2,87,15
50060,4,2,5,5,4,88,15
50061,1,2,5,1,1,89,15
50062,2,1,2,5,2,89,143
50067,2,4,5,2,1,87,65
50068,5,5,4,4,5,88,13
50072,1,2,1,5,3,87,30
50073,5,2,3,1,2,89,49
50074,3,1,5,5,5,88,49
50075,1,4,4,3,3,87,49
50076,2,1,4,5,3,87,88
50077,2,4,1,3,4,89,88
50078,5,4,5,1,1,88,67
50079,4,5,2,2,1,87,67
50080,2,4,2,1,5,87,116
50081,4,4,3,4,4,88,116
50082,3,2,1,5,3,89,116
50083,1,2,2,5,3,89,28
50084,5,3,5,5,3,87,20
50085,1,1,3,4,3,87,113
50086,3,3,5,5,5,89,140
50087,4,5,3,4,2,88,140
50088,2,4,2,2,5,87,140
50090,3,5,2,1,5,89,54
50091,4,5,3,2,4,87,54
50092,1,1,5,5,5,88,54
50093,5,1,3,1,3,89,123
50094,2,3,4,2,5,87,123
50095,4,1,2,1,5,89,75
50096,4,4,5,4,5,88,75
50097,1,4,1,2,3,87,75
50098,3,1,5,1,5,89,50
50099,5,4,3,4,5,87,70
50100,4,2,3,2,4,89,95
50101,4,4,4,2,2,88,136
50102,3,3,2,3,1,87,84
50103,5,2,3,5,1,88,84
50104,5,3,4,3,1,87,52
50105,1,1,5,1,4,89,52
50106,1,2,1,3,4,88,52
50107,1,2,4,1,3,87,93
50108,2,5,1,1,4,88,82
50109,1,3,3,3,5,87,128
50110,1,2,3,2,2,88,4
50111,4,2,4,1,4,87,4
50115,4,1,3,3,5,89,27
50116,3,4,4,2,3,87,27
50117,1,1,4,5,4,88,27
50118,4,2,1,1,2,88,115
50119,1,4,1,3,3,87,115
50120,5,2,5,1,2,89,115
50124,2,4,4,2,3,88,55
50125,3,1,5,5,3,87,55
50126,4,3,2,1,4,89,55
50129,4,4,2,2,5,89,46
50130,2,4,4,2,3,87,16
50131,1,3,2,5,4,88,21
50132,4,2,1,5,4,89,21
50133,5,4,5,2,4,87,21
50134,3,5,3,1,5,87,64
50135,2,3,5,3,1,89,64
50136,3,1,1,3,2,87,61
50137,4,3,1,3,2,88,61
50138,3,2,2,2,4,89,61
50141,5,3,1,3,5,89,78
50144,5,4,1,2,2,87,26
50145,1,3,4,5,4,89,26
50146,3,5,4,3,4,88,26
50147,2,3,1,2,1,87,6
50148,4,1,1,2,4,88,6
50149,3,1,4,4,1,89,6
50150,3,3,3,3,4,87,137
50151,2,2,5,1,2,89,137
50152,2,1,4,2,4,88,24
50153,3,3,1,1,2,88,109
50157,2,5,5,3,3,87,132
50161,5,4,2,5,2,87,129
50162,5,2,1,5,2,88,129
50163,3,3,2,5,1,88,105
50164,4,1,3,2,1,87,105
50165,3,2,2,4,1,89,105
50166,2,5,4,1,4,89,81
50167,2,5,2,4,1,87,81
50168,1,2,1,2,4,88,81
50171,5,3,3,4,3,87,35
50172,2,5,2,2,2,89,11
50173,4,3,1,2,1,87,11
50174,2,5,1,1,2,88,11
50175,4,4,5,4,5,87,121
50176,2,4,1,3,4,89,121
50177,5,5,3,1,3,87,138
50178,2,4,5,3,2,88,138
50179,5,3,2,4,3,87,69
50180,3,4,2,1,1,88,69
50181,1,2,1,5,3,89,18
50182,3,4,5,2,4,88,18
50183,5,3,3,4,4,88,90
50184,5,5,4,1,2,87,90
50187,2,2,5,1,4,88,147
50188,5,3,4,4,2,87,147
50189,4,4,4,2,5,89,147
50190,5,2,1,1,3,87,146
50191,4,5,4,5,5,88,146
50192,4,1,4,2,2,88,103
50193,4,2,4,1,4,87,103
50194,5,4,1,3,5,88,34
50195,4,1,3,2,2,87,34
50196,5,3,1,4,5,89,34
50197,5,1,3,1,4,88,1
50198,1,1,5,4,3,89,1
50199,3,4,2,3,5,87,85
50200,1,5,2,1,2,88,85
50201,3,1,1,4,5,89,72
50202,1,2,5,3,4,88,2
50203,4,3,1,5,3,87,2
50204,3,3,5,5,1,89,2
50205,4,5,2,3,5,89,122
50206,5,5,3,3,3,88,122
50207,5,4,5,4,5,87,122
50208,4,4,4,1,2,87,37
50209,3,5,1,3,1,88,37
50210,1,2,1,2,2,89,106
50211,3,1,1,2,4,88,133
50212,2,4,3,1,5,87,133
50213,2,5,3,1,5,88,135
50214,5,3,5,3,5,87,135
50215,4,1,4,4,5,89,135
50216,4,4,5,3,5,89,97
50217,4,5,5,4,2,87,97
50218,2,4,3,3,4,88,97
50219,5,3,1,4,2,88,139
50220,2,5,1,3,1,89,139
50221,3,5,5,2,1,87,139
50224,3,5,5,2,4,87,118
50225,2,5,2,2,2,89,118
50226,1,4,3,1,5,88,118
50228,4,4,2,3,3,87,131
50229,1,4,3,1,4,89,131
50230,5,4,1,1,4,88,131
50231,2,4,5,2,4,88,91
50232,3,1,4,2,4,87,91
50233,1,2,1,4,4,87,119
50234,3,4,4,2,4,88,119
50235,5,4,3,4,1,87,36
50237,1,1,2,5,5,89,79
50238,5,4,3,4,2,88,79
50239,4,5,2,4,5,87,114
50240,3,5,5,3,4,88,114
50241,3,5,3,2,3,89,114
50242,2,1,1,1,3,89,96
50243,3,4,2,5,3,87,96
50244,1,3,4,2,4,87,12
50245,3,5,1,4,5,88,12
50246,1,5,3,1,2,89,12
50247,2,5,4,1,1,89,66
50248,1,4,2,2,2,87,66
50249,4,2,1,1,3,88,38
50250,1,4,3,4,2,89,38
50251,2,2,1,5,3,87,38
50252,1,5,3,1,2,88,43
50253,2,3,2,5,3,87,43
50254,3,4,1,2,4,89,43
53710,3,1,5,4,2,90,5
53711,2,2,5,5,4,91,5
53712,2,3,3,5,3,90,98
53713,4,3,1,2,2,90,19
53714,1,5,5,2,4,93,19
53715,1,5,2,5,1,91,19
53722,5,1,1,2,1,92,105
53723,4,3,2,2,3,93,105
53724,4,5,1,5,3,90,105
53725,4,2,2,2,1,90,100
53726,2,5,5,2,4,92,30
53727,2,3,3,4,5,93,54
53728,4,5,1,3,2,90,54
53729,4,4,5,2,5,90,141
53731,4,2,4,4,1,92,67
53732,4,3,3,1,5,93,67
53733,3,4,5,1,2,90,97
53736,4,5,2,4,4,90,110
53737,4,4,3,5,1,91,137
53738,1,2,2,2,5,90,137
53739,5,5,2,5,5,90,83
53740,2,3,1,3,5,92,83
53741,1,3,2,2,5,91,83
53742,2,3,2,1,4,90,21
53743,3,3,4,5,4,91,21
53744,2,5,1,1,4,93,21
53746,2,2,1,5,1,90,52
53747,2,5,1,5,4,92,52
53748,3,1,5,4,2,91,24
53749,2,1,3,3,3,92,24
53750,2,2,2,4,5,93,24
53751,1,1,5,2,4,93,60
53752,1,5,2,4,4,91,60
53753,1,2,4,1,5,92,26
53754,3,3,3,1,2,93,73
53755,2,2,3,3,2,92,73
53756,2,2,4,3,5,91,51
53757,2,5,4,4,5,93,51
53758,1,1,3,3,3,91,114
53762,3,5,4,4,1,90,49
53763,4,3,1,3,4,90,147
53764,3,3,1,5,4,93,147
53765,4,4,5,2,2,91,79
53766,3,1,2,1,4,92,116
53767,5,1,2,1,5,93,65
53768,2,2,4,2,1,90,65
53769,3,1,5,1,5,92,140
53770,2,5,2,2,2,90,140
53771,5,1,5,3,5,91,22
53772,2,2,4,3,2,90,22
53773,2,3,2,5,3,92,22
53774,3,1,4,2,4,91,74
53775,4,1,5,1,5,92,74
53776,4,5,4,3,1,90,74
53777,4,4,1,4,4,90,138
53778,2,1,1,3,3,91,143
53779,2,4,2,4,2,92,143
53780,2,5,4,1,3,90,27
53781,5,1,1,5,1,91,27
53782,5,3,4,3,1,93,89
53783,1,3,1,2,2,93,108
53784,2,4,5,3,2,91,92
53785,5,1,5,2,3,91,124
53786,2,1,2,2,3,90,124
53787,1,2,1,1,3,91,45
53788,1,1,4,4,1,92,45
53789,4,4,3,1,1,93,134
53790,3,2,2,1,5,90,134
53791,1,2,1,1,2,92,134
53792,1,4,3,3,2,90,4
53793,1,5,2,4,5,91,4
53794,1,5,3,3,2,92,7
53795,3,1,4,5,4,91,7
53796,3,3,5,5,1,93,7
53797,4,4,1,4,5,90,75
53798,2,5,1,4,4,93,75
53799,4,4,5,2,4,93,81
53800,3,1,3,2,5,91,126
53801,2,4,5,2,4,90,41
53802,5,3,5,4,3,93,41
53805,3,5,2,2,5,92,13
53806,2,2,2,4,5,91,13
53807,2,2,3,1,5,93,13
53808,5,5,2,3,1,91,28
53809,4,2,1,5,3,90,28
53810,4,5,4,1,3,92,82
53811,1,3,1,3,4,90,82
53812,3,4,5,4,2,93,82
53815,1,3,5,3,5,91,59
53816,5,4,5,1,3,93,59
53819,5,2,4,1,4,92,53
53820,2,5,1,3,3,93,53
53821,3,4,1,2,4,91,80
53822,5,3,5,2,1,90,128
53823,5,4,1,2,2,92,128
53824,3,4,4,5,2,93,3
53825,5,2,2,2,1,90,3
53826,5,3,1,2,2,92,3
53827,5,1,5,4,2,92,107
53828,1,5,2,3,3,91,107
53829,4,2,4,2,3,90,37
53830,3,3,1,3,3,92,37
53831,4,2,5,5,5,90,88
53832,3,3,5,4,2,91,88
53833,4,2,1,1,4,92,88
53834,4,2,3,5,3,91,46
53835,1,5,3,3,4,90,1
53836,5,3,3,4,1,92,1
53837,2,1,4,2,4,90,119
53838,3,2,2,4,2,91,86
53839,5,4,1,2,1,90,86
53840,5,3,1,4,4,93,25
53841,4,4,2,3,1,92,25
53842,4,2,2,5,5,93,112
53843,1,1,5,3,3,90,43
53844,4,4,4,1,3,93,43
53845,2,3,5,1,5,93,70
53846,4,5,2,2,1,91,70
53847,2,1,4,2,2,93,29
53848,1,2,5,4,4,93,136
53849,3,2,2,5,5,93,131
53850,4,3,4,1,3,92,131
53851,4,5,3,5,2,90,131
53852,2,3,2,4,2,90,132
53853,1,1,3,3,3,92,117
53855,4,2,1,3,1,93,144
53856,1,1,1,3,3,92,144
53857,1,1,5,5,1,91,144
53858,1,1,4,1,4,93,77
53859,2,5,5,5,4,93,135
53860,2,4,3,1,5,91,135
53861,2,4,4,4,3,90,135
53862,1,4,4,3,1,93,44
53863,3,2,4,2,1,92,44
53866,4,5,3,5,3,92,20
53867,4,4,1,2,4,90,20
53868,3,1,3,3,5,93,20
53869,1,5,1,1,1,93,68
53870,1,3,4,3,1,90,14
53873,5,4,4,5,1,93,146
53874,3,4,1,2,3,90,146
53875,2,1,3,1,1,92,146
53876,2,5,3,1,2,93,127
53877,3,1,5,3,4,92,149
53878,5,5,1,2,1,91,149
53879,2,4,5,2,3,93,85
53880,5,1,4,4,3,92,85
53881,1,2,3,1,1,91,85
53882,3,1,5,4,4,92,23
53883,1,4,4,5,1,91,23
53885,3,5,3,4,3,90,56
53886,3,4,5,5,3,92,56
53887,4,5,1,2,4,91,145
53888,2,5,4,1,2,92,145
53889,5,2,4,5,4,93,33
53890,2,5,2,4,3,90,72
53891,2,3,1,4,3,90,130
53892,2,5,5,4,4,90,96
53893,3,3,4,4,4,90,34
53894,1,4,1,2,5,93,34
53895,5,2,5,5,5,92,34
53899,5,5,5,4,4,93,109
53900,3,2,2,3,3,90,109
53901,1,5,3,3,3,93,71
53902,2,1,5,5,2,90,42
53903,5,3,3,3,5,93,42
53904,2,5,2,1,2,91,42
53905,5,1,3,5,5,92,121
53906,1,5,1,3,3,91,121
53907,1,2,2,3,2,93,121
53908,3,2,1,4,4,92,133
53909,1,3,3,1,1,90,133
53910,5,4,2,4,1,91,133
53913,3,4,5,4,4,90,61
53914,2,4,2,5,5,92,61
53916,1,3,4,4,2,90,40
53917,3,4,2,4,5,90,120
53920,4,3,5,3,2,91,11
53921,3,4,5,5,5,90,11
53922,4,2,1,4,3,93,11
53923,4,4,1,3,2,90,104
53924,3,5,1,2,4,90,142
53925,3,4,5,3,5,91,142
53928,2,3,2,5,5,92,32
53929,2,2,4,4,3,93,32
53931,1,1,5,5,3,92,16
53932,1,2,3,5,3,90,16
53933,5,3,5,4,3,93,125
53934,2,4,4,2,5,92,125
53935,1,5,1,2,5,90,123
53937,3,5,4,1,4,91,38
53938,4,5,4,2,5,93,38
53939,3,4,1,5,2,90,38
53940,4,4,5,3,1,90,8
53941,3,1,5,3,2,92,8
53942,5,5,1,4,4,93,122
53943,1,4,4,4,5,91,106
53944,1,3,3,1,3,93,106
53945,1,4,3,2,1,92,106
53946,4,2,5,2,2,90,111
53947,3,1,1,3,3,93,111
53948,4,4,5,2,4,91,69
53949,4,1,3,5,2,92,69
53950,5,2,3,2,5,90,69
53952,1,3,2,3,2,93,87
53953,4,3,4,3,3,90,87
53954,5,1,3,2,2,91,87
53955,3,2,1,1,2,92,66
53956,2,1,1,5,4,93,66
53957,4,3,4,2,1,92,6
53962,1,2,1,4,1,90,118
53963,2,4,1,1,5,91,118
53964,4,2,3,5,3,93,118
53965,1,3,4,1,2,93,64
53966,5,3,1,4,3,91,64
53967,5,4,4,4,1,93,62
53968,5,1,1,1,2,92,62
53969,3,2,3,4,4,90,62
53970,3,2,2,5,1,93,91
53971,3,5,5,5,1,90,91
53972,3,4,1,4,3,91,91
53973,4,5,5,1,1,93,12
53974,5,5,4,3,5,92,12
53975,4,3,5,4,3,92,84
53976,3,3,5,4,5,90,84
53980,1,3,2,2,3,92,115
53981,3,5,1,1,2,90,115
53982,3,3,1,3,4,93,115
53983,5,5,4,5,2,92,36
53984,1,3,2,4,4,93,36
53985,3,2,2,1,2,91,93
53986,1,5,4,1,5,92,58
53987,3,2,3,3,4,93,35
53988,4,2,3,2,5,93,139
53989,2,3,2,5,1,90,139
53992,5,5,3,2,5,92,113
53993,3,5,4,2,4,91,113
53994,5,3,2,3,4,90,113
53995,1,4,5,5,3,91,102
53996,5,4,5,2,2,90,102
53997,2,4,1,5,4,92,102
53998,5,5,1,4,5,92,55
53999,5,1,2,3,5,93,55
54000,4,3,5,5,2,92,47
54011,1,4,5,2,5,90,15
54012,4,4,1,5,1,90,39
54015,1,4,1,5,2,92,50
54016,4,2,1,1,4,93,148
54017,5,1,5,3,1,92,94
54018,1,4,2,5,4,91,94
54019,3,2,1,1,1,92,90
54020,2,2,4,3,4,93,90
54021,3,3,3,3,5,91,63
54022,4,5,4,4,4,92,63
54023,4,3,3,2,4,90,57
54024,2,2,2,3,1,92,57
54025,4,3,4,5,1,91,95
54026,4,2,4,4,4,90,95
54027,3,4,1,5,3,92,95
54029,2,1,2,3,1,92,129
54030,5,2,4,3,4,93,78
54031,1,1,3,5,3,93,31
54035,3,4,1,5,5,93,101
54036,1,1,5,3,1,91,101
54037,5,3,1,3,3,90,101
54038,4,3,2,2,2,93,150
54039,5,5,5,1,5,92,18
54040,3,4,4,4,4,90,18
54041,3,3,5,4,1,93,18
54042,3,5,4,3,1,91,9
54046,4,5,1,5,3,92,76
54047,5,2,2,2,3,90,48
54048,2,1,4,5,1,91,48
54050,3,4,2,2,5,93,2
54051,5,5,2,5,5,91,10
54052,1,5,5,3,1,90,10
54053,4,3,3,4,2,90,99
54054,5,5,1,2,2,91,99
54055,5,2,1,1,4,90,17
54056,3,1,1,3,4,93,17
54057,1,3,1,4,4,92,103
54058,4,5,2,5,5,93,103
56062,4,4,5,5,3,94,8
56063,2,3,1,3,1,95,8
56065,1,4,4,3,4,94,71
56066,3,2,4,5,3,95,71
56070,5,1,3,4,2,94,55
56071,1,2,2,3,1,95,55
56073,5,3,3,3,5,95,102
56074,2,4,5,3,1,94,102
56075,1,3,1,1,3,94,66
56076,3,2,1,3,3,95,66
56077,4,5,1,5,4,95,21
56078,2,1,3,2,4,94,21
56081,2,5,2,1,3,95,15
56082,1,2,4,2,2,94,53
56083,4,4,1,1,5,95,121
56084,1,1,2,4,2,95,56
56085,3,3,2,3,4,94,56
56088,4,3,3,2,4,94,24
56089,3,3,3,3,3,94,99
56090,4,5,3,1,2,95,99
56091,3,3,2,3,1,94,37
56092,3,3,4,2,4,95,37
56093,3,4,2,1,2,94,10
56094,5,3,1,4,3,95,10
56095,4,2,2,1,4,95,93
56096,5,4,2,3,1,94,93
56099,5,2,2,3,2,94,58
56101,4,1,1,2,5,94,127
56102,3,2,5,1,5,95,127
56105,5,1,1,3,1,95,11
56106,4,2,1,2,4,94,142
56107,1,1,1,4,2,95,142
56109,3,3,1,3,3,94,65
56110,3,1,1,1,2,95,131
56111,1,5,5,5,5,94,131
56112,2,4,3,4,4,94,125
56113,4,5,4,2,5,94,77
56114,5,2,4,5,1,95,77
56115,1,1,4,2,4,95,50
56117,4,2,3,5,2,95,101
56119,3,4,2,2,2,95,110
56120,3,2,1,5,5,94,110
56121,5,5,4,4,5,94,80
56122,4,1,4,1,1,95,80
56125,1,4,4,3,5,94,87
56126,4,2,3,3,2,95,87
56127,3,4,4,2,5,95,9
56128,4,5,3,2,2,94,9
56129,1,3,3,2,1,95,128
56130,1,5,2,2,3,94,128
56131,5,3,4,2,4,95,25
56132,2,4,1,5,5,95,46
56133,1,1,3,4,5,94,46
56134,1,5,5,2,5,94,116
56135,1,4,2,4,2,95,116
56136,2,5,2,5,3,94,97
56137,5,5,2,2,3,95,97
56140,3,4,3,4,2,94,103
56141,5,5,5,3,1,95,134
56142,5,4,1,2,3,95,29
56143,4,2,5,4,5,94,29
56144,4,3,2,4,3,94,98
56145,2,1,3,3,4,95,98
56146,1,3,2,1,1,95,2
56147,2,3,5,2,3,95,109
56148,5,3,1,1,3,94,109
56149,4,3,3,3,3,94,30
56150,4,2,1,1,5,94,86
56151,1,1,5,4,4,95,86
56152,3,5,5,1,4,94,75
56153,1,1,2,4,2,95,75
56156,4,1,5,4,3,95,3
56157,4,1,2,5,2,94,32
56158,1,4,2,2,3,95,32
56159,2,2,5,4,4,94,130
56160,1,3,1,4,5,95,130
56161,4,5,3,1,4,94,107
56162,2,5,2,3,2,95,107
56165,2,2,3,3,4,94,16
56166,2,2,3,5,2,95,137
56167,3,1,3,5,1,94,137
56168,1,2,1,4,2,95,47
56170,1,3,5,3,3,95,20
56171,1,5,4,4,4,94,92
56172,3,3,5,1,3,95,13
56173,4,4,5,4,3,94,13
56174,2,4,4,2,3,95,54
56175,1,2,3,4,3,94,54
56176,1,5,3,5,2,95,63
56178,5,2,2,3,4,95,124
56179,4,2,1,1,2,95,104
56180,4,5,5,4,4,95,119
56181,1,4,5,4,5,94,132
56182,3,4,5,3,1,95,76
56183,3,1,2,5,4,94,96
56184,1,2,3,2,1,95,96
56185,4,1,1,5,5,95,19
56186,1,3,1,1,4,94,95
56187,3,2,1,3,1,94,117
56188,5,4,5,1,2,94,141
56189,2,3,2,2,5,95,141
56192,1,2,4,1,5,95,42
56193,1,4,4,2,5,94,42
56194,2,1,4,3,1,94,123
56195,5,1,3,4,2,95,123
56200,2,4,4,2,3,95,49
56201,5,2,2,4,4,94,49
56202,5,2,2,4,3,95,67
56203,2,1,3,1,1,94,105
56205,5,4,1,4,1,95,111
56206,2,2,3,1,2,94,111
56207,1,2,4,2,4,95,31
56208,1,3,3,2,3,94,31
56209,4,4,1,4,3,94,122
56210,4,5,4,3,1,95,122
56211,2,5,2,4,2,94,72
56212,3,4,1,3,1,95,72
56213,2,1,4,2,4,95,78
56214,2,1,3,4,5,95,144
56215,1,4,3,3,1,94,144
56216,4,3,5,2,3,95,62
56217,2,3,2,4,4,94,100
56218,5,2,3,4,4,95,100
56219,2,3,4,5,4,95,12
56220,3,5,2,2,1,94,12
56222,5,3,4,3,5,94,82
56223,5,2,1,5,4,95,82
56224,4,2,3,5,1,94,60
56225,1,2,5,1,4,95,26
56228,4,2,1,2,3,94,57
56229,1,2,2,5,5,95,27
56230,5,1,4,3,5,95,35
56231,1,2,3,1,2,95,79
56232,2,1,3,4,4,94,84
56233,3,5,1,5,1,95,84
56234,5,4,5,4,3,95,7
56235,2,4,2,2,4,94,7
56236,5,1,3,1,3,95,4
56237,4,3,3,1,5,95,143
56238,5,2,1,3,4,94,34
56239,2,4,4,3,2,95,59
56240,4,4,3,2,4,94,28
56241,5,2,4,4,3,95,28
56242,5,2,2,5,3,95,43
56245,3,2,3,3,1,95,85
56246,5,4,1,2,3,94,114
56247,1,3,5,4,3,94,89
56248,2,2,1,4,1,94,61
56249,5,4,3,2,1,95,106
56250,4,1,3,4,4,94,94
56251,4,4,2,1,5,94,39
56252,2,3,3,4,1,95,39
56253,2,5,1,4,3,94,33
56254,2,1,5,3,4,95,33
56255,1,5,4,4,4,95,17
56256,2,3,4,3,1,94,17
56257,2,1,4,1,1,94,88
56260,1,5,4,5,2,94,83
56261,5,2,3,4,5,94,69
56262,3,2,4,1,2,95,1
56263,2,4,3,1,2,94,1
56264,1,2,3,4,3,95,140
56265,4,4,1,1,1,94,140
56266,4,1,2,1,4,94,74
56267,2,4,3,1,5,95,74
56268,3,2,4,5,4,95,129
56269,4,2,5,5,2,94,129
56270,4,2,3,1,1,95,73
56275,3,5,1,1,5,95,126
56276,2,4,2,2,5,94,5
56277,5,4,5,5,5,94,64
56278,5,5,3,2,4,95,115
56279,5,1,4,3,2,94,115
56280,5,4,2,4,4,94,112
56281,2,1,1,1,3,94,40
56282,4,3,2,2,4,95,40
56283,1,3,3,1,2,94,133
56284,2,4,3,4,2,95,133
56285,3,5,4,2,4,94,6
56286,1,5,1,2,2,95,44
56287,2,1,3,2,2,95,36
56288,4,3,2,4,5,94,36
56289,1,1,2,4,1,94,22
56290,1,3,4,5,1,95,149
56291,3,4,1,1,3,94,149
56292,5,2,3,1,4,94,138
56293,2,5,2,5,3,95,138
56294,3,5,2,3,4,95,45
56295,4,4,3,3,2,94,45
56296,1,5,2,1,2,95,48
56297,1,5,3,2,5,94,48
56298,2,5,4,2,5,95,136
56299,2,2,4,1,1,94,136
56301,2,4,2,4,4,95,38
56302,1,4,3,5,1,94,90
56303,1,1,1,1,4,95,90
56304,2,4,5,1,1,95,18
56305,3,4,1,1,1,94,18
56306,3,4,2,3,1,95,147
56307,5,3,5,1,2,95,146
56308,2,2,4,3,1,94,146
56311,1,3,2,4,2,95,41
56314,2,4,1,4,1,94,118
56315,1,1,5,5,3,95,118
56316,4,3,3,1,5,95,148
56317,4,3,3,1,2,94,148
56318,3,2,2,1,2,95,108
56319,1,5,2,1,5,94,108
56320,3,2,5,3,3,94,113
56321,3,5,3,5,4,95,113
56322,4,2,4,4,2,94,145
56323,4,1,1,1,3,95,91
56324,2,3,3,3,2,94,81
56325,5,4,3,3,5,94,14
56326,4,1,3,3,2,95,14
56327,4,2,4,2,5,95,120
56328,3,5,2,5,3,94,23
56329,3,5,2,4,2,95,23
56330,4,1,2,3,4,94,51
56331,5,5,3,5,3,94,150
56332,4,4,1,1,5,95,150
56333,2,1,2,4,3,94,139
56335,2,2,2,2,3,94,70
56336,5,2,5,5,2,95,70
56337,2,1,2,2,5,95,135
56338,1,4,4,1,3,94,52
56339,5,1,1,4,2,95,52
56340,2,1,4,2,1,94,68
56341,1,2,4,5,3,95,68
57195,3,4,4,5,4,99,20
57198,1,5,1,2,1,96,57
57199,3,3,3,3,2,97,57
57200,1,5,5,2,5,99,57
57201,4,3,2,5,1,98,61
57202,2,2,5,1,5,99,61
57205,4,4,5,3,2,99,133
57206,3,4,3,3,4,98,133
57207,2,2,3,3,1,98,54
57208,5,4,5,2,4,96,54
57209,4,3,2,5,1,96,10
57210,4,5,2,1,2,99,10
57211,1,2,3,5,1,98,10
57212,5,5,3,5,4,99,11
57213,4,3,4,1,1,97,11
57214,2,1,5,2,5,99,115
57215,1,4,1,4,5,97,115
57216,2,2,2,5,4,96,49
57217,1,2,1,5,4,99,49
57218,1,3,3,3,1,98,49
57219,4,2,4,1,1,97,112
57220,3,5,5,3,2,97,89
57221,5,3,5,1,4,96,89
57222,1,2,5,5,2,99,131
57227,1,5,1,3,1,98,34
57228,1,4,2,2,2,97,34
57229,1,4,5,1,1,96,34
57230,5,3,3,1,1,99,132
57231,1,5,2,3,5,97,59
57232,5,1,3,1,2,96,59
57233,5,4,3,3,4,99,59
57234,4,4,4,5,4,98,62
57235,3,4,4,3,4,96,62
57240,2,2,4,4,2,98,24
57241,2,5,2,4,1,97,24
57242,4,5,1,2,1,97,68
57243,4,1,4,4,3,96,68
57244,4,2,5,3,3,99,136
57245,4,3,5,1,4,98,136
57246,4,2,2,1,4,97,136
57250,2,2,3,1,4,96,45
57251,5,3,2,2,3,97,45
57252,4,4,2,4,1,99,45
57253,3,5,1,3,1,96,71
57254,2,5,3,2,4,98,71
57255,4,5,1,2,2,96,149
57256,1,2,4,5,4,98,149
57257,1,4,2,2,2,97,149
57258,1,1,1,1,1,98,148
57259,1,5,2,3,5,97,148
57260,4,1,2,3,2,96,148
57261,2,5,2,2,3,99,98
57262,2,1,3,4,4,96,98
57263,2,4,2,1,4,98,98
57264,1,2,2,4,2,96,101
57265,4,5,3,2,2,96,27
57266,3,2,1,4,1,97,27
57267,1,5,5,2,2,98,27
57268,1,3,1,1,2,97,140
57269,3,3,4,2,4,97,30
57270,5,5,4,5,5,98,26
57271,5,3,5,2,5,97,26
57272,4,1,3,3,4,96,26
57275,4,2,2,4,3,97,33
57276,2,4,2,1,2,98,33
57277,3,4,5,4,2,96,58
57278,2,5,5,2,5,98,84
57281,4,5,4,3,2,96,42
57282,1,5,5,5,1,97,42
57283,4,2,5,4,2,99,42
57284,5,5,5,5,2,97,127
57285,3,2,4,4,4,98,127
57286,1,1,3,5,2,96,127
57287,4,5,5,3,2,96,51
57288,3,4,2,5,4,97,51
57292,1,1,1,4,3,99,146
57293,5,5,3,1,5,97,146
57294,2,4,4,2,3,96,146
57295,3,5,3,1,1,99,13
57296,4,2,1,1,2,96,56
57297,2,1,1,2,3,97,56
57298,3,3,5,1,3,99,56
57300,3,4,5,1,1,98,116
57301,2,2,3,4,3,99,116
57302,5,2,3,5,4,96,22
57303,3,1,5,3,4,97,22
57304,5,5,1,3,4,98,22
57305,2,4,4,3,4,98,50
57306,5,3,3,1,3,96,130
57307,4,5,2,4,5,99,81
57308,4,3,4,5,4,97,81
