Rating_id,ArtistPerformanceINT,SoundAndLightingINT,StagePresenceINT,OrganizationINT,OverallImpressionINT,Performance_Performance_id,Visitor_Visitor_id,RatingDate
37925,4,4,3,5,4,85,4,2021-07-25
37926,4,4,4,5,4,84,4,2021-07-22
37927,2,1,1,3,1,85,94,2021-07-23
37928,3,4,3,4,3,84,60,2021-07-23
37929,3,3,4,4,3,86,41,2021-07-25
37930,2,3,2,2,2,85,41,2021-07-21
37931,1,1,1,1,1,84,120,2021-07-24
37932,5,4,5,5,4,86,83,2021-07-25
37933,4,5,5,5,4,86,123,2021-07-25
37934,4,4,4,4,4,84,123,2021-07-24
37935,2,1,3,1,1,83,67,2021-07-20
37936,4,3,4,3,3,85,67,2021-07-24
37937,1,1,1,1,1,84,38,2021-07-23
37938,2,2,3,1,2,85,86,2021-07-23
37939,5,5,5,5,5,86,86,2021-07-25
37940,1,2,2,2,1,83,133,2021-07-20
37941,3,3,3,4,3,83,131,2021-07-26
37942,1,2,1,1,1,86,131,2021-07-27
37943,5,4,4,5,4,85,131,2021-07-25
37944,2,2,1,2,1,83,84,2021-07-23
37945,5,5,5,5,5,85,22,2021-07-27
37946,2,1,3,1,1,84,22,2021-07-20
37947,3,3,2,3,2,84,37,2021-07-23
37948,3,4,4,3,3,86,37,2021-07-27
37949,5,5,4,5,4,83,37,2021-07-25
37950,2,3,3,2,2,83,1,2021-07-26
37951,2,1,2,3,2,85,1,2021-07-25
37952,3,2,3,3,2,84,1,2021-07-24
37953,2,2,3,2,2,86,61,2021-07-25
37954,1,1,1,1,1,85,61,2021-07-20
37955,3,4,4,2,3,84,88,2021-07-24
37956,5,5,5,5,5,86,88,2021-07-27
37957,5,5,5,5,5,83,88,2021-07-23
37958,3,3,3,4,3,85,100,2021-07-23
37959,4,4,5,3,4,83,100,2021-07-20
37960,3,3,4,4,3,86,101,2021-07-23
37961,4,3,5,4,4,83,101,2021-07-23
37962,4,5,4,4,4,86,34,2021-07-26
37963,1,1,1,1,1,83,34,2021-07-27
37964,2,1,3,1,1,85,34,2021-07-24
37965,1,1,1,1,1,83,12,2021-07-25
37966,2,1,1,2,1,86,12,2021-07-20
37967,2,2,3,1,2,83,39,2021-07-24
37968,5,5,5,5,5,85,39,2021-07-21
37969,3,3,4,2,3,84,39,2021-07-21
37970,4,3,5,5,4,86,75,2021-07-27
37971,4,3,3,5,3,84,75,2021-07-23
37972,3,3,3,3,3,85,75,2021-07-20
37973,2,1,2,1,1,84,118,2021-07-25
37974,2,2,2,2,2,86,118,2021-07-25
37975,5,5,5,5,5,83,118,2021-07-22
37976,1,1,1,2,1,84,47,2021-07-22
37977,5,5,4,4,4,84,127,2021-07-23
37978,2,1,1,3,1,83,127,2021-07-20
37979,1,2,1,1,1,84,95,2021-07-20
37980,1,2,2,2,1,85,95,2021-07-21
37981,1,2,1,1,1,85,44,2021-07-20
37982,2,3,3,2,2,83,44,2021-07-26
37983,1,1,2,1,1,86,44,2021-07-23
37984,2,3,3,3,2,84,139,2021-07-23
37985,4,3,5,3,3,83,5,2021-07-27
37986,5,5,4,5,4,86,5,2021-07-25
37987,3,2,3,4,3,85,109,2021-07-27
37988,4,3,5,4,4,84,35,2021-07-22
37989,4,3,4,3,3,85,49,2021-07-21
37990,4,4,5,5,4,86,49,2021-07-24
37991,3,2,3,3,2,83,49,2021-07-25
37992,4,4,4,3,3,85,24,2021-07-27
37993,5,4,5,4,4,83,54,2021-07-22
37994,2,1,1,3,1,86,54,2021-07-25
37995,4,3,3,4,3,85,54,2021-07-23
37996,3,4,4,4,3,83,104,2021-07-26
37997,4,3,4,4,3,86,104,2021-07-24
37998,1,1,2,1,1,84,104,2021-07-26
37999,1,1,1,1,1,85,98,2021-07-23
38000,2,3,1,3,2,84,98,2021-07-25
38001,5,5,5,5,5,86,78,2021-07-20
38002,4,4,4,3,3,83,78,2021-07-23
38003,5,4,4,5,4,84,78,2021-07-23
38004,1,1,2,2,1,85,73,2021-07-20
38005,5,4,5,5,4,83,124,2021-07-24
38006,1,1,1,1,1,85,124,2021-07-23
38007,4,3,4,3,3,84,124,2021-07-26
38008,2,1,1,2,1,85,10,2021-07-24
38009,3,3,2,4,3,84,10,2021-07-25
38010,4,4,5,5,4,85,27,2021-07-20
38011,4,4,5,4,4,86,27,2021-07-25
38012,5,5,5,5,5,84,27,2021-07-20
38013,3,3,3,3,3,83,89,2021-07-25
38014,2,1,2,2,1,85,97,2021-07-20
38015,3,2,3,2,2,84,97,2021-07-26
38016,3,2,2,3,2,84,150,2021-07-23
38017,5,5,5,5,5,83,149,2021-07-26
38018,2,2,1,1,1,85,51,2021-07-23
38019,3,4,3,3,3,83,51,2021-07-24
38020,4,4,5,3,4,84,56,2021-07-21
38021,5,5,5,5,5,83,56,2021-07-22
38022,4,5,3,5,4,86,65,2021-07-26
38023,1,1,1,1,1,85,65,2021-07-26
38024,3,4,2,3,3,84,65,2021-07-26
38025,3,2,2,2,2,85,93,2021-07-25
38026,5,5,4,5,4,86,93,2021-07-24
38027,3,4,4,4,3,83,93,2021-07-23
38028,4,5,4,3,4,84,72,2021-07-26
38029,2,3,1,1,1,83,137,2021-07-25
38030,2,2,3,3,2,85,14,2021-07-21
38031,1,1,2,1,1,84,14,2021-07-26
38032,1,1,1,1,1,83,14,2021-07-24
38033,4,4,4,5,4,86,115,2021-07-22
38034,5,5,4,5,4,83,129,2021-07-25
38035,3,3,4,4,3,85,129,2021-07-27
38036,5,4,5,5,4,83,26,2021-07-25
38037,4,5,5,4,4,85,26,2021-07-22
38038,5,5,5,5,5,86,26,2021-07-26
38039,3,4,3,4,3,86,19,2021-07-23
38040,3,4,2,3,3,83,19,2021-07-27
38041,5,5,5,4,4,84,19,2021-07-24
38042,1,1,1,2,1,85,107,2021-07-27
38043,2,1,2,1,1,84,107,2021-07-21
38044,4,5,4,4,4,83,142,2021-07-20
38045,2,1,3,3,2,86,142,2021-07-26
38046,1,1,1,1,1,85,142,2021-07-22
38047,3,2,2,4,2,86,85,2021-07-23
38048,1,1,2,1,1,83,23,2021-07-25
38049,4,4,5,3,4,84,23,2021-07-25
38050,3,2,2,3,2,84,112,2021-07-20
38051,5,5,5,5,5,85,112,2021-07-27
38052,1,2,1,2,1,86,45,2021-07-24
38053,2,2,2,3,2,85,45,2021-07-21
38054,2,1,2,2,1,83,45,2021-07-22
38055,2,1,2,1,1,83,69,2021-07-26
38056,5,5,4,5,4,84,69,2021-07-23
38057,3,4,3,3,3,85,69,2021-07-24
38058,3,3,2,3,2,86,6,2021-07-27
38059,2,3,2,2,2,85,6,2021-07-27
38060,2,3,2,3,2,83,125,2021-07-26
38061,2,2,3,2,2,85,125,2021-07-27
38062,2,1,1,1,1,84,147,2021-07-20
38063,4,5,5,4,4,85,147,2021-07-24
38064,3,2,3,3,2,85,106,2021-07-26
38065,1,2,2,2,1,86,106,2021-07-26
38066,5,5,5,4,4,84,108,2021-07-25
38067,1,2,2,1,1,83,108,2021-07-21
38068,4,3,5,4,4,85,144,2021-07-22
38069,4,3,5,5,4,85,40,2021-07-27
38070,5,5,5,4,4,83,77,2021-07-20
38071,2,1,2,3,2,86,77,2021-07-22
38072,1,1,1,1,1,85,77,2021-07-24
38073,3,2,4,2,2,86,11,2021-07-26
38074,4,3,3,5,3,85,11,2021-07-25
38075,3,2,2,3,2,85,28,2021-07-21
38076,2,3,3,3,2,84,28,2021-07-22
38077,5,5,5,5,5,86,28,2021-07-24
38078,4,5,3,4,4,85,52,2021-07-24
38079,1,2,1,1,1,84,52,2021-07-23
38080,1,2,1,1,1,83,52,2021-07-21
38081,3,4,2,2,2,85,96,2021-07-22
38082,1,1,1,1,1,84,62,2021-07-25
38083,5,5,5,4,4,85,62,2021-07-22
38084,4,5,3,5,4,86,20,2021-07-21
38085,4,3,4,5,4,84,20,2021-07-24
38086,1,1,1,1,1,86,117,2021-07-26
38087,1,1,1,1,1,83,117,2021-07-26
38088,3,3,3,4,3,84,91,2021-07-25
38089,5,5,5,5,5,86,91,2021-07-25
38090,1,1,2,1,1,86,53,2021-07-23
38091,4,4,3,3,3,84,43,2021-07-20
38092,4,4,3,4,3,86,43,2021-07-21
38093,3,4,2,4,3,86,36,2021-07-23
38094,1,2,1,1,1,84,21,2021-07-24
38095,5,4,5,5,4,85,99,2021-07-22
38096,2,3,2,2,2,86,99,2021-07-23
38097,4,3,4,4,3,84,99,2021-07-22
38098,4,4,3,5,4,86,7,2021-07-26
38099,5,5,5,5,5,85,7,2021-07-24
38100,5,5,5,5,5,83,7,2021-07-21
38101,5,4,5,4,4,84,25,2021-07-22
38102,5,5,5,5,5,85,74,2021-07-22
38103,3,3,3,2,2,83,74,2021-07-23
38104,2,1,1,1,1,86,74,2021-07-26
38105,3,3,3,4,3,86,66,2021-07-20
38106,3,4,2,3,3,85,66,2021-07-20
38107,2,3,2,2,2,86,32,2021-07-20
38108,1,2,1,1,1,84,32,2021-07-24
38109,1,2,1,2,1,83,105,2021-07-22
38110,3,4,3,4,3,84,70,2021-07-25
38111,5,4,4,5,4,86,70,2021-07-25
38112,1,2,2,2,1,83,70,2021-07-26
38113,4,4,4,3,3,84,102,2021-07-22
38114,4,5,3,5,4,85,102,2021-07-26
38115,2,1,1,3,1,86,46,2021-07-24
38116,3,3,4,2,3,85,46,2021-07-21
38117,5,4,5,4,4,86,92,2021-07-22
38118,3,4,2,3,3,84,92,2021-07-23
38119,4,4,3,3,3,85,92,2021-07-23
38120,2,3,3,2,2,85,119,2021-07-24
38121,4,4,4,5,4,83,119,2021-07-24
38122,1,2,1,2,1,86,119,2021-07-22
38123,4,4,3,3,3,86,42,2021-07-20
38124,2,3,2,2,2,84,42,2021-07-24
38125,5,4,5,5,4,85,132,2021-07-21
38126,5,5,5,5,5,84,29,2021-07-25
38127,1,1,1,1,1,85,29,2021-07-20
38128,4,4,5,3,4,86,15,2021-07-21
38129,1,2,1,2,1,85,15,2021-07-22
38130,3,2,3,2,2,84,15,2021-07-27
38131,5,4,4,4,4,84,57,2021-07-20
38132,4,5,4,4,4,83,57,2021-07-22
38133,3,2,4,2,2,86,57,2021-07-23
38134,4,4,5,5,4,85,126,2021-07-23
38135,2,2,1,3,2,83,126,2021-07-26
38136,1,1,2,1,1,84,126,2021-07-25
38137,3,3,3,3,3,83,17,2021-07-21
38138,1,1,2,1,1,86,17,2021-07-21
38139,2,1,1,1,1,83,111,2021-07-25
38140,2,1,1,2,1,84,111,2021-07-25
38141,1,1,1,2,1,86,111,2021-07-23
38142,5,5,5,5,5,86,143,2021-07-21
38143,1,1,1,2,1,83,143,2021-07-25
38144,4,3,4,3,3,86,63,2021-07-20
38145,2,2,1,2,1,85,63,2021-07-23
38146,4,4,4,5,4,84,63,2021-07-22
38147,5,4,4,5,4,83,130,2021-07-22
38148,5,4,5,4,4,85,130,2021-07-20
38149,3,4,2,3,3,83,8,2021-07-22
38150,4,3,3,4,3,85,8,2021-07-27
38151,5,5,4,4,4,86,8,2021-07-23
38152,3,2,3,2,2,83,140,2021-07-23
38153,3,4,2,2,2,86,140,2021-07-20
38154,4,3,4,5,4,85,64,2021-07-20
38155,1,1,2,2,1,83,148,2021-07-21
38156,1,1,1,1,1,84,48,2021-07-26
38157,2,3,2,1,2,83,48,2021-07-21
38158,1,1,1,1,1,85,48,2021-07-27
38159,1,1,2,1,1,83,81,2021-07-23
38160,3,2,4,3,3,84,90,2021-07-26
38161,4,5,4,4,4,83,90,2021-07-22
38162,5,4,4,5,4,86,134,2021-07-21
38163,2,1,3,2,2,83,134,2021-07-27
38164,5,5,5,4,4,83,68,2021-07-23
38165,1,1,1,2,1,86,135,2021-07-20
38166,5,4,4,5,4,85,135,2021-07-26
38167,1,2,2,1,1,86,122,2021-07-27
38168,3,3,2,4,3,85,122,2021-07-25
38169,1,1,2,2,1,84,122,2021-07-20
38170,4,3,3,4,3,84,59,2021-07-21
38171,1,1,1,2,1,83,59,2021-07-22
38172,5,5,5,5,5,85,31,2021-07-22
38173,2,2,1,3,2,84,128,2021-07-22
38174,3,3,2,3,2,84,76,2021-07-20
38175,5,5,5,5,5,83,145,2021-07-26
38176,4,5,4,3,4,85,103,2021-07-23
38177,2,1,2,1,1,84,103,2021-07-27
38178,2,1,2,2,1,85,79,2021-07-20
38179,5,4,4,4,4,84,79,2021-07-25
38180,4,3,5,5,4,83,2,2021-07-27
38181,1,1,1,1,1,83,3,2021-07-22
38182,1,2,2,1,1,85,3,2021-07-22
38183,1,2,1,2,1,84,3,2021-07-24
38184,3,2,3,2,2,83,50,2021-07-24
38185,5,5,5,5,5,84,80,2021-07-22
38186,4,5,4,4,4,83,80,2021-07-25
38187,5,5,5,5,5,86,80,2021-07-26
38188,4,4,5,3,4,83,16,2021-07-24
38189,2,1,2,3,2,85,18,2021-07-25
38190,5,5,5,4,4,86,58,2021-07-25
38191,4,3,4,3,3,83,58,2021-07-22
38192,3,4,2,4,3,84,113,2021-07-23
38193,3,3,3,4,3,86,55,2021-07-21
38194,1,2,1,1,1,84,55,2021-07-26
38195,3,2,4,3,3,85,55,2021-07-20
38196,1,1,1,2,1,85,116,2021-07-27
38197,2,3,2,3,2,84,9,2021-07-20
38198,2,3,3,2,2,85,9,2021-07-21
38199,4,4,4,5,4,83,138,2021-07-21
38200,1,2,2,2,1,86,138,2021-07-21
38201,1,2,2,2,1,83,82,2021-07-23
38202,5,5,5,4,4,85,82,2021-07-23
38203,3,2,4,3,3,84,114,2021-07-22
38204,2,3,2,2,2,86,114,2021-07-24
38205,2,3,1,3,2,85,71,2021-07-25
38206,1,1,2,2,1,85,30,2021-07-26
38207,5,5,4,5,4,83,141,2021-07-25
38208,4,5,5,5,4,84,146,2021-07-22
38209,2,2,1,2,1,83,33,2021-07-23
38210,2,3,1,3,2,84,33,2021-07-24
38211,1,2,1,1,1,86,33,2021-07-27
38212,5,5,5,4,4,83,87,2021-07-20
38213,1,1,1,1,1,84,87,2021-07-25
40183,3,2,3,4,3,89,142,2021-07-26
40184,5,5,5,4,4,87,142,2021-07-25
40185,4,4,5,3,4,89,51,2021-07-28
40186,4,5,5,5,4,88,51,2021-07-27
40187,4,3,5,5,4,87,51,2021-07-28
40188,5,5,4,4,4,89,100,2021-07-28
40189,3,4,3,3,3,89,47,2021-07-24
40190,3,3,4,4,3,88,149,2021-07-24
40191,3,4,4,4,3,89,111,2021-07-23
40192,4,4,4,3,3,89,80,2021-07-28
40193,4,4,5,3,4,88,80,2021-07-28
40194,4,5,4,5,4,87,80,2021-07-26
40195,2,1,3,1,1,89,74,2021-07-22
40196,5,4,5,5,4,87,74,2021-07-21
40197,2,3,3,3,2,87,56,2021-07-22
40198,3,2,4,4,3,88,56,2021-07-27
40199,3,3,3,2,2,89,56,2021-07-28
40200,4,3,5,4,4,89,94,2021-07-24
40201,4,4,4,3,3,88,9,2021-07-23
40202,4,5,5,3,4,87,9,2021-07-25
40203,2,2,2,3,2,89,87,2021-07-22
40204,3,4,2,2,2,88,144,2021-07-27
40205,5,4,5,4,4,87,17,2021-07-21
40206,5,5,5,5,5,89,62,2021-07-25
40207,5,5,4,4,4,88,62,2021-07-24
40208,1,2,2,2,1,87,62,2021-07-24
40209,2,1,3,3,2,87,19,2021-07-23
40210,2,1,3,3,2,89,19,2021-07-22
40211,2,3,3,2,2,89,112,2021-07-25
40212,1,1,2,2,1,88,112,2021-07-28
40213,2,3,1,3,2,87,112,2021-07-25
40214,4,3,4,4,3,87,31,2021-07-28
40215,3,4,4,2,3,88,150,2021-07-25
40216,2,3,1,1,1,89,150,2021-07-25
40217,2,2,3,3,2,88,5,2021-07-23
40218,5,5,5,5,5,89,5,2021-07-22
40219,4,4,5,5,4,88,22,2021-07-27
40220,5,5,5,5,5,89,22,2021-07-24
40221,2,2,3,2,2,88,77,2021-07-28
40222,5,5,5,5,5,89,77,2021-07-24
40223,3,4,4,3,3,89,104,2021-07-23
40224,2,1,1,2,1,88,104,2021-07-24
40225,4,4,4,5,4,87,104,2021-07-26
40226,3,2,4,3,3,87,126,2021-07-27
40227,1,2,1,2,1,87,99,2021-07-24
40228,5,5,5,4,4,89,99,2021-07-24
40229,2,2,2,3,2,87,120,2021-07-28
40230,5,4,5,5,4,87,45,2021-07-22
40231,2,3,3,1,2,88,45,2021-07-24
40232,1,1,1,1,1,89,45,2021-07-25
40233,2,1,3,3,2,89,71,2021-07-22
40234,5,5,5,5,5,88,71,2021-07-22
40235,5,4,5,4,4,87,71,2021-07-22
40236,4,4,5,4,4,88,8,2021-07-22
40237,3,3,3,3,3,87,8,2021-07-28
40238,4,5,5,4,4,88,86,2021-07-24
40239,2,1,2,1,1,87,86,2021-07-28
40240,1,1,1,1,1,89,48,2021-07-22
40241,3,2,2,3,2,88,48,2021-07-25
40242,2,3,3,2,2,87,29,2021-07-22
40243,3,3,2,3,2,88,29,2021-07-24
40244,3,2,2,4,2,88,25,2021-07-26
40245,5,4,4,4,4,89,25,2021-07-22
40246,1,1,1,1,1,87,25,2021-07-26
40247,2,3,3,3,2,89,110,2021-07-21
40248,5,4,4,4,4,87,110,2021-07-21
40249,2,2,1,1,1,88,89,2021-07-26
40250,3,4,3,2,3,87,89,2021-07-24
40251,2,2,2,1,1,89,89,2021-07-27
40252,5,5,4,5,4,89,124,2021-07-25
40253,4,5,5,3,4,88,124,2021-07-28
40254,1,1,1,2,1,87,125,2021-07-28
40255,4,5,3,4,4,88,125,2021-07-24
40256,1,1,1,1,1,89,125,2021-07-26
40257,1,1,1,1,1,88,108,2021-07-22
40258,2,1,3,3,2,87,107,2021-07-23
40259,2,3,2,1,2,88,107,2021-07-23
40260,4,5,3,3,3,87,41,2021-07-28
40261,5,4,4,5,4,88,41,2021-07-24
40262,4,4,3,5,4,87,73,2021-07-21
40263,4,5,5,4,4,88,73,2021-07-21
40264,4,3,3,4,3,89,73,2021-07-23
40265,5,5,5,4,4,89,32,2021-07-25
40266,1,2,1,1,1,87,134,2021-07-27
40267,3,3,4,2,3,87,145,2021-07-21
40268,2,2,2,3,2,88,145,2021-07-21
40269,3,4,4,3,3,87,3,2021-07-22
40270,2,2,2,2,2,89,3,2021-07-22
40271,5,5,4,5,4,88,3,2021-07-27
40272,1,1,1,1,1,88,33,2021-07-27
40273,1,2,1,1,1,88,102,2021-07-25
40274,4,3,5,5,4,87,102,2021-07-26
40275,3,4,2,3,3,89,102,2021-07-24
40276,2,3,1,2,2,87,7,2021-07-27
40277,4,5,5,4,4,89,7,2021-07-24
40278,2,3,1,1,1,87,23,2021-07-23
40279,3,3,4,3,3,89,23,2021-07-27
40280,5,4,5,5,4,88,42,2021-07-23
40281,5,5,5,5,5,87,42,2021-07-27
40282,1,1,1,2,1,87,83,2021-07-25
40283,4,4,5,3,4,88,83,2021-07-22
40284,4,3,4,3,3,89,83,2021-07-22
40285,2,1,2,3,2,87,98,2021-07-21
40286,5,4,5,5,4,88,68,2021-07-27
40287,2,1,2,2,1,87,68,2021-07-22
40288,1,1,2,1,1,89,68,2021-07-27
40289,4,3,3,3,3,87,101,2021-07-23
40290,1,1,1,2,1,88,101,2021-07-27
40291,5,5,5,5,5,89,101,2021-07-28
40292,3,2,4,2,2,88,14,2021-07-22
40293,4,5,3,3,3,87,59,2021-07-21
40294,1,1,2,2,1,88,59,2021-07-24
40295,3,2,2,3,2,88,57,2021-07-28
40296,3,3,2,2,2,87,57,2021-07-27
40297,3,4,4,3,3,89,44,2021-07-23
40298,1,1,1,1,1,88,44,2021-07-23
40299,3,2,2,2,2,87,141,2021-07-23
40300,1,2,1,1,1,89,141,2021-07-28
40301,1,1,1,1,1,88,141,2021-07-27
40302,1,1,1,1,1,87,148,2021-07-25
40303,4,4,5,4,4,87,58,2021-07-22
40304,5,4,5,5,4,89,58,2021-07-21
40305,5,5,4,4,4,89,40,2021-07-25
40306,5,5,5,4,4,87,40,2021-07-22
40307,4,4,3,5,4,88,40,2021-07-28
40308,2,3,1,3,2,89,117,2021-07-24
40309,4,3,5,4,4,88,117,2021-07-25
40310,3,3,4,3,3,88,92,2021-07-24
40311,1,2,1,1,1,89,92,2021-07-28
40312,5,5,5,5,5,87,92,2021-07-26
40313,5,5,5,5,5,88,130,2021-07-28
40314,3,4,4,2,3,88,39,2021-07-23
40315,4,3,3,4,3,87,60,2021-07-26
40316,3,4,3,3,3,89,53,2021-07-23
40317,2,2,3,1,2,88,53,2021-07-23
40318,3,2,2,2,2,87,53,2021-07-25
40319,1,1,1,2,1,88,10,2021-07-23
40320,1,1,1,1,1,87,10,2021-07-26
40321,1,1,2,1,1,87,63,2021-07-26
40322,5,5,5,5,5,88,63,2021-07-27
40323,2,3,3,2,2,87,127,2021-07-27
40324,4,5,3,4,4,89,127,2021-07-25
40325,5,4,4,5,4,89,76,2021-07-22
40326,1,2,1,1,1,88,76,2021-07-27
40327,1,2,2,1,1,87,76,2021-07-23
40328,4,3,4,4,3,87,15,2021-07-21
40329,2,3,1,3,2,87,143,2021-07-28
40330,4,3,4,4,3,88,143,2021-07-28
40331,5,5,4,5,4,89,143,2021-07-26
40332,5,5,4,5,4,87,65,2021-07-28
40333,3,3,2,2,2,88,65,2021-07-27
40334,1,2,1,1,1,89,65,2021-07-28
40335,2,2,3,2,2,88,13,2021-07-21
40336,4,4,3,5,4,87,30,2021-07-25
40337,5,5,5,5,5,88,30,2021-07-27
40338,3,3,3,3,3,89,30,2021-07-26
40339,5,4,5,5,4,87,49,2021-07-28
40340,4,3,5,4,4,88,88,2021-07-22
40341,5,4,4,4,4,89,67,2021-07-28
40342,3,3,4,3,3,87,67,2021-07-25
40343,5,5,5,5,5,88,116,2021-07-24
40344,5,5,4,4,4,89,116,2021-07-28
40345,3,4,2,4,3,87,116,2021-07-27
40346,4,5,4,4,4,88,28,2021-07-27
40347,3,2,3,2,2,87,28,2021-07-26
40348,1,1,1,1,1,87,20,2021-07-24
40349,1,2,1,1,1,88,20,2021-07-23
40350,2,2,2,2,2,87,113,2021-07-23
40351,3,4,2,2,2,87,140,2021-07-26
40352,3,4,4,3,3,88,140,2021-07-24
40353,2,1,3,2,2,88,54,2021-07-26
40354,4,3,5,5,4,89,54,2021-07-27
40355,1,1,2,1,1,87,123,2021-07-27
40356,1,2,1,1,1,88,123,2021-07-22
40357,3,4,4,3,3,89,123,2021-07-27
40358,3,2,3,3,2,89,75,2021-07-26
40359,5,4,4,5,4,89,50,2021-07-27
40360,5,5,5,5,5,87,50,2021-07-24
40361,1,1,1,1,1,88,70,2021-07-27
40362,4,4,5,3,4,89,70,2021-07-22
40363,3,3,3,3,3,88,95,2021-07-26
40364,1,2,2,1,1,87,95,2021-07-21
40365,1,1,1,2,1,89,95,2021-07-25
40366,4,4,4,4,4,89,136,2021-07-22
40367,1,1,2,1,1,87,136,2021-07-21
40368,5,4,5,5,4,88,136,2021-07-27
40369,4,5,3,3,3,87,84,2021-07-27
40370,5,4,4,5,4,88,84,2021-07-25
40371,1,2,1,1,1,87,52,2021-07-25
40372,5,5,5,4,4,89,52,2021-07-24
40373,5,5,5,4,4,88,52,2021-07-27
40374,5,5,4,5,4,89,93,2021-07-24
40375,3,2,2,3,2,87,93,2021-07-27
40376,1,1,1,1,1,89,82,2021-07-26
40377,4,4,4,4,4,88,82,2021-07-23
40378,3,3,3,4,3,87,82,2021-07-22
40379,2,1,1,2,1,89,128,2021-07-21
40380,5,5,4,4,4,88,128,2021-07-28
40381,5,4,4,5,4,88,4,2021-07-24
40382,2,3,3,2,2,89,4,2021-07-27
40383,3,3,3,3,3,88,27,2021-07-24
40384,2,1,1,2,1,89,27,2021-07-22
40385,4,5,4,4,4,87,115,2021-07-28
40386,3,3,3,4,3,87,55,2021-07-24
40387,2,3,3,3,2,87,46,2021-07-22
40388,3,4,4,2,3,88,46,2021-07-21
40389,1,1,1,1,1,89,46,2021-07-22
40390,5,5,5,4,4,88,16,2021-07-23
40391,5,5,5,4,4,89,21,2021-07-21
40392,3,2,3,2,2,87,21,2021-07-26
40393,2,1,2,3,2,88,21,2021-07-23
40394,2,3,1,2,2,87,64,2021-07-21
40395,3,2,3,3,2,89,64,2021-07-23
40396,2,3,2,2,2,88,61,2021-07-24
40397,2,3,1,3,2,89,78,2021-07-24
40398,1,1,2,1,1,87,78,2021-07-25
40399,3,3,4,4,3,87,26,2021-07-23
40400,4,3,5,3,3,89,26,2021-07-22
40401,5,4,4,4,4,88,26,2021-07-23
40402,1,1,1,1,1,87,6,2021-07-21
40403,5,5,4,5,4,88,6,2021-07-22
40404,2,3,1,3,2,87,137,2021-07-21
40405,1,2,1,1,1,89,137,2021-07-24
40406,4,3,3,4,3,88,137,2021-07-25
40407,1,2,1,1,1,88,24,2021-07-26
40408,4,4,5,3,4,89,24,2021-07-22
40409,4,5,3,4,4,87,24,2021-07-24
40410,2,2,1,2,1,88,109,2021-07-28
40411,2,2,1,1,1,87,109,2021-07-23
40412,3,3,4,2,3,89,109,2021-07-26
40413,2,2,2,3,2,89,132,2021-07-24
40414,3,2,3,2,2,87,132,2021-07-27
40415,5,5,4,5,4,88,132,2021-07-25
40416,1,1,1,2,1,89,129,2021-07-21
40417,4,4,4,5,4,88,129,2021-07-26
40418,4,4,5,3,4,88,105,2021-07-21
40419,2,2,2,1,1,89,105,2021-07-24
40420,3,2,2,2,2,89,81,2021-07-23
40421,2,2,3,3,2,87,81,2021-07-21
40422,1,2,1,1,1,89,35,2021-07-26
40423,4,4,4,4,4,88,35,2021-07-21
40424,4,4,4,4,4,88,11,2021-07-25
40425,3,4,2,4,3,89,121,2021-07-24
40426,4,3,3,3,3,88,121,2021-07-21
40427,3,2,4,3,3,87,121,2021-07-22
40428,2,1,1,2,1,88,138,2021-07-25
40429,2,2,1,3,2,89,69,2021-07-26
40430,3,3,4,4,3,87,69,2021-07-25
40431,1,1,1,1,1,89,18,2021-07-25
40432,2,2,1,1,1,87,18,2021-07-21
40433,4,4,5,5,4,88,18,2021-07-25
40434,2,2,3,3,2,89,90,2021-07-27
40435,3,4,4,2,3,87,90,2021-07-27
40436,2,2,1,3,2,89,147,2021-07-25
40437,1,1,2,1,1,88,147,2021-07-27
40438,1,2,1,2,1,88,146,2021-07-25
40439,2,1,3,2,2,87,146,2021-07-28
40440,4,3,5,5,4,88,103,2021-07-24
40441,3,3,2,3,2,89,103,2021-07-23
40442,3,2,3,3,2,87,103,2021-07-28
40443,4,5,4,3,4,87,34,2021-07-28
40444,4,3,3,5,3,88,34,2021-07-21
40445,5,5,5,5,5,87,1,2021-07-22
40446,2,3,3,1,2,88,85,2021-07-27
40447,1,1,2,2,1,87,72,2021-07-23
40448,1,1,1,2,1,88,72,2021-07-25
40449,4,3,3,5,3,89,2,2021-07-21
40450,1,1,1,1,1,88,2,2021-07-22
40451,2,1,2,1,1,87,2,2021-07-22
40452,4,4,5,4,4,89,122,2021-07-26
40453,4,5,4,5,4,88,122,2021-07-26
40454,1,1,1,2,1,88,37,2021-07-21
40455,3,3,4,4,3,89,37,2021-07-25
40456,2,2,1,3,2,87,37,2021-07-26
40457,2,2,1,1,1,89,106,2021-07-28
40458,3,3,4,2,3,88,106,2021-07-26
40459,1,1,2,1,1,88,133,2021-07-26
40460,5,4,4,5,4,87,135,2021-07-27
40461,1,1,1,2,1,88,135,2021-07-28
40462,1,1,2,1,1,87,97,2021-07-26
40463,2,2,1,3,2,88,97,2021-07-28
40464,2,3,1,3,2,89,97,2021-07-27
40465,4,4,3,5,4,87,139,2021-07-27
40466,2,2,1,1,1,88,139,2021-07-22
40467,2,1,3,1,1,89,118,2021-07-27
40468,1,1,2,2,1,87,118,2021-07-28
40469,1,1,2,1,1,88,118,2021-07-26
40470,2,3,3,2,2,89,131,2021-07-25
40471,4,3,5,5,4,87,91,2021-07-26
40472,4,4,5,3,4,88,91,2021-07-27
